Model,MSS,Image,AUC,NSS,IG,LL
gold_standard,2,cmp_yard_003_animal_002.jpg,0.8467189232795,2.0647433536191233,1.6012443370776692,1.2760898178999887
gold_standard,4,cmp_beach_003_bird_001.jpg,0.8426808353998654,1.7219728957898366,1.4795483419789615,1.1706761117734592
gold_standard,4,cmp_building_006_person_003.jpg,0.862072358203523,1.7338593822660726,1.6480965075370684,1.348175800516426
gold_standard,4,cmp_building_014_person_007.jpg,0.8525921387339821,1.993359830740088,2.011051476415505,1.2898357084240881
gold_standard,4,cmp_building_020_cat_007.jpg,0.8619416493447534,1.7431848878954253,2.519540425200636,1.3403700959206333
gold_standard,4,cmp_building_023_cat_010.jpg,0.834480191818856,1.5793208457272834,2.575102104473889,1.111870939292226
gold_standard,4,cmp_building_030_person_016.jpg,0.8602579776711979,1.9029784762254267,1.663165071985804,1.3702242514894885
gold_standard,4,cmp_building_044_dog_012.jpg,0.850078780724517,1.731433084128125,2.0984128292184216,1.2457766337559932
gold_standard,4,cmp_building_051_bird_007.jpg,0.8225547180884957,1.4880461854602227,2.0984725753523876,1.0405464378035247
gold_standard,4,cmp_cakestand_001_food_001.jpg,0.8741458197110448,1.6571735952798965,1.9794013891549667,1.4686673634394862
gold_standard,4,cmp_desks_002_backpacks_001.jpg,0.8692718457430093,1.9473273402361575,1.8103169825405074,1.4964273864738564
gold_standard,4,cmp_forest_002_bird_001.jpg,0.8400515827131226,1.6593800651428456,1.8316621629483973,1.0959194425456917
gold_standard,4,cmp_forest_005_bird_002.jpg,0.8318493440947843,1.4964100617265614,1.5818609586821744,1.0937690013064343
gold_standard,4,cmp_meadow_004_animal_001.jpg,0.8151687978710122,1.3368089141943518,2.0408367640470275,0.9161103753612048
gold_standard,4,cmp_mountain_016_sheep_004.jpg,0.808740220076711,1.7054690330632483,1.9888991874489534,1.006346513485901
gold_standard,4,cmp_mountain_022_sheep_010.jpg,0.8127980142114892,1.4293397376055839,1.9695602994180272,0.9729969216957128
gold_standard,4,cmp_rooftop_001_cat_001.jpg,0.8744209537370805,1.9219942601810218,2.061604672883309,1.4923109018548164
gold_standard,4,cmp_shelves_029_book_002.jpg,0.8339308937326865,1.5885466258620062,2.3413483236818653,1.153920363074071
gold_standard,4,cmp_shelves_036_book_009.jpg,0.8754420755646174,1.9411929992888706,3.1975056491705747,1.5395126910951837
gold_standard,4,cmp_shelves_042_toys_001.jpg,0.8649648570744187,1.9927856917811406,1.348092483779716,1.4322663811552625
gold_standard,4,cmp_shelves_050_toys_009.jpg,0.8566702132187178,1.5764248091256636,1.6249115582959441,1.3193536558986503
gold_standard,4,cmp_shelves_056_toys_015.jpg,0.836207674419441,1.4564697202292123,1.719868850154089,1.0761809758093546
gold_standard,4,cmp_shelves_063_toys_022.jpg,0.8740320766237245,1.795338339049116,2.011027388734281,1.4553995862796014
gold_standard,4,cmp_shelves_068_toys_027.jpg,0.8847893149293222,2.239597213594143,1.8282422677502363,1.7250333297870033
gold_standard,4,cmp_shelves_072_toys_031.jpg,0.897023339050337,2.1233422211353217,1.6600035502946953,1.7429533849599206
gold_standard,4,cmp_shelves_077_toys_036.jpg,0.8873789278594005,1.963582606419875,1.084131865937789,1.4742983362929418
gold_standard,4,cmp_shelves_085_vase_004.jpg,0.8907740765827316,2.400668404219488,1.474051950274556,1.7558798387434675
gold_standard,4,cmp_shelves_093_vase_012.jpg,0.8476973569728055,1.5190277014106899,1.3048796891344865,1.2432460124333022
gold_standard,4,cmp_shelves_100_teddybear_013.jpg,0.8435124380097501,1.6368420232093202,2.6176892056807843,1.2632286830300576
gold_standard,4,cmp_shelves_105_teddybear_018.jpg,0.8381956036035602,1.484621345170442,1.5777776944110575,1.147506645717863
gold_standard,4,cmp_shelves_112_pottedplant_003.jpg,0.9303208102659316,3.7342339471438715,0.9871160517042832,2.463335207355651
gold_standard,4,cmp_snow_002_animal_002.jpg,0.8304336664046913,1.8985393977867953,1.8953399900789998,1.2076399450035797
gold_standard,4,cmp_yard_001_birds_001.jpg,0.8156384085208664,1.5068623334422904,1.799487131370897,0.9558398478313358
gold_standard,4,cmp_yard_007_motorcycle_001.jpg,0.8528604074528974,1.9303463686879088,1.5163530724331578,1.2969066674167753
uniform,1,cmp_africansavanna_003_wildanimals_003.jpg,0.5,0.0,1.8594978539639193,0.0
uniform,1,cmp_building_007_person_004.jpg,0.5,0.0,0.3464811695842715,0.0
uniform,1,cmp_building_015_person_008.jpg,0.5,0.0,0.6787919226438193,0.0
uniform,1,cmp_building_022_cat_009.jpg,0.5,0.0,-0.22103483856009346,0.0
uniform,1,cmp_building_033_cat_012.jpg,0.5,0.0,0.8915927737121987,0.0
uniform,1,cmp_building_039_dog_007.jpg,0.5,0.0,1.4183807678435099,0.0
uniform,1,cmp_building_046_sheep_001.jpg,0.5,0.0,0.20988684693122128,0.0
uniform,1,cmp_building_054_bird_010.jpg,0.5,0.0,1.939039543780396,0.0
uniform,1,cmp_building_060_dog_017.jpg,0.5,0.0,1.5198518361824735,0.0
uniform,1,cmp_cakestand_003_food_002.jpg,0.5,0.0,0.09491836326853476,0.0
uniform,1,cmp_field_007_farmanimals_007.jpg,0.5,0.0,0.30900696548202145,0.0
uniform,1,cmp_jungle_007_bird_007.jpg,0.5,0.0,0.15729384330888893,0.0
uniform,1,cmp_mountain_004_sheep_001.jpg,0.5,0.0,1.104072030960151,0.0
uniform,1,cmp_mountain_019_sheep_007.jpg,0.5,0.0,1.425384117264226,0.0
uniform,1,cmp_office_001_pottedplant_001.jpg,0.5,0.0,0.8060494501642621,0.0
uniform,1,cmp_seabottom_001_bottle_001.jpg,0.5,0.0,-0.8682609315258989,0.0
uniform,1,cmp_shelves_016_cup_001.jpg,0.5,0.0,0.04781438823679269,0.0
