MSS,Image,Model,MMvec,MMdir,MMlen,MMpos,MMtime
1,U0122_1RTE.jpg,elm_base,0.9046474947173736,0.8243577084948749,0.8830984241745743,0.8906094945883438,0.057269230769230774
1,U0122_1RTE.jpg,elm_final,0.9046474947173736,0.8243577084948749,0.8830984241745743,0.8906094945883438,0.057269230769230774
1,U0122_1RTE.jpg,nnIBS,0.9046474947173736,0.8243577084948749,0.8830984241745743,0.8906094945883438,0.057269230769230774
1,U0124_1LBE.jpg,elm_base,0.9298667226167006,0.90362457352435,0.8700547108474721,0.925,0.0673333333333333
1,U0124_1LBE.jpg,nnIBS,0.9146446609406726,0.9125941492066825,0.8484420071006422,0.8491116523516815,0.053333333333333344
1,U0125_1LTE.jpg,elm_base,0.9725837601664599,0.9371845168244488,0.961570295737798,0.9579211591946223,0.054363636363636385
1,U0125_1LTE.jpg,elm_final,0.9725837601664599,0.9371845168244488,0.961570295737798,0.9579211591946223,0.054363636363636385
1,U0127_1LBE.jpg,elm_base,0.9174555165110779,0.6922826648529693,0.8713768323286868,0.9084409369499171,0.04807142857142856
1,U0127_1LBE.jpg,elm_final,0.9174555165110779,0.6922826648529693,0.8713768323286868,0.9084409369499171,0.04807142857142856
1,U0127_1LBE.jpg,nnIBS,0.9170662375536097,0.6922826648529693,0.8856625466144011,0.9084409369499171,0.04807142857142856
1,U0129_1LBE.jpg,nnIBS,0.9079328284487498,0.6236891575394051,0.9436622246163792,0.7901050033754282,0.05325925925925929
1,U0130_1RME.jpg,elm_base,0.9098612181134003,0.9114144672170952,0.8359945055359741,0.9292893218813453,0.05833333333333335
1,U0130_1RME.jpg,elm_final,0.9199609470320894,0.9114144672170952,0.8609945055359741,0.9292893218813453,0.05833333333333335
1,U0130_1RME.jpg,nnIBS,0.9614857646239476,0.7908479779336944,0.9892699816704371,0.9469669914110089,0.038833333333333386
1,U0134_1RTE.jpg,elm_base,0.8426382647905405,0.7367119886339669,0.8256974000088401,0.7898841751220044,0.05405555555555549
1,U0134_1RTE.jpg,elm_final,0.8426382647905405,0.7367119886339669,0.8256974000088401,0.7898841751220044,0.05405555555555549
1,U0134_1RTE.jpg,nnIBS,0.8516757896605435,0.7433908751411139,0.8321954578986235,0.8173529184416108,0.04155555555555549
1,U0135_1LBE.jpg,elm_base,0.8243317599609089,0.6178484586722255,0.8127614797819321,0.8185270697023862,0.05849999999999994
1,U0136_1LBE.jpg,elm_base,0.8363474561941698,0.7436445473478818,0.7401636981619607,0.9130291402474225,0.04377777777777784
1,U0136_1LBE.jpg,elm_final,0.9616894782862859,0.7927952548473437,0.9609410536779327,0.9524689870108886,0.045888888888888944
1,U0136_1LBE.jpg,nnIBS,0.8363474561941698,0.7436445473478818,0.7401636981619607,0.9130291402474225,0.04377777777777784
1,U0137_1RBE.jpg,elm_base,0.9720491502812526,0.9011404245157525,0.9700238364744002,0.9625,0.025499999999999967
1,U0137_1RBE.jpg,elm_final,0.9720491502812526,0.9011404245157525,0.9700238364744002,0.9625,0.025499999999999967
1,U0139_1LBE.jpg,elm_base,0.9202340561042711,0.8504618471520281,0.8896657905439702,0.8864064665984892,0.043314814814814834
1,U0139_1LBE.jpg,elm_final,0.9245315386253173,0.7921801870275678,0.9111094998565377,0.9144725938522666,0.052962962962962955
1,U0139_1LBE.jpg,nnIBS,0.8771933910713895,0.8576826050672534,0.8677059693525185,0.8848507312643307,0.05000000000000001
1,U0140_1RTE.jpg,elm_base,0.888702715634769,0.6942858494862302,0.8895320565553353,0.7767304759432837,0.0440666666666667
1,U0140_1RTE.jpg,elm_final,0.8687364240832981,0.7664832544663195,0.8583057161789481,0.7646548739735123,0.06306666666666663
1,U0140_1RTE.jpg,nnIBS,0.8636716279800231,0.7080373784836465,0.847606836954294,0.7581948934606765,0.05736666666666668
1,U0141_1LBE.jpg,elm_base,0.8827274422699575,0.8264993813734636,0.9154070507035182,0.7861928812542303,0.052222222222222246
1,U0141_1LBE.jpg,elm_final,0.8827274422699575,0.8264993813734636,0.9154070507035182,0.7861928812542303,0.052222222222222246
