Model,MSS,Image,AUC,NSS,IG,LL
center_bias,1,000000340934.jpg,0.6663105442176871,0.06073882785542534,0.0,-0.5798111589792344
center_bias,1,000000097693.jpg,0.7116653911564625,0.19038802755895412,0.0,-0.20203504733636207
center_bias,1,000000000164.jpg,0.6226486678004534,0.1708587837079669,0.0,-0.8037627422047185
center_bias,1,000000442323.jpg,0.8151318310657596,0.5516561437147391,0.0,0.6309532051940279
center_bias,1,000000006608.jpg,0.6054149943310658,0.4536828118485815,0.0,-0.8341604490933652
center_bias,1,000000275661.jpg,0.7134289021164022,0.28122608493410667,0.0,-0.14046116151755364
center_bias,1,100000298773.jpg,0.6007431594860166,0.7936611733163421,0.0,-0.9039949806709053
center_bias,1,000000070192.jpg,0.7666946806500379,0.583489893357662,0.0,0.3048672027134847
center_bias,1,000000054598.jpg,0.7794832361516033,0.7413166211081318,0.0,0.4731535480258618
center_bias,1,000000265771.jpg,0.5066210742630386,0.4097569089110478,0.0,-1.5384208265654302
center_bias,1,000000110857.jpg,0.6238308673469388,0.080662578752398,0.0,-0.8314876103177025
center_bias,1,000000068833.jpg,0.7925652210884353,0.23073719909683876,0.0,0.3547347037570514
center_bias,1,000000168593.jpg,0.5511329081632652,0.13516799459704149,0.0,-1.2960790145387393
center_bias,1,000000576067.jpg,0.8004977513227512,0.854058325668847,0.0,0.664360667942159
center_bias,1,000000291981.jpg,0.74900248803225,0.4366215419292529,0.0,0.1266791908706333
center_bias,1,000000402786.jpg,0.6588174025783151,0.8002962131059445,0.0,-0.3788106028318679
center_bias,1,000000395343.jpg,0.7897658446712018,0.881061557818351,0.0,0.572096840305617
center_bias,1,000000541813.jpg,0.8047322163433274,0.26024960518836554,0.0,0.4349660236591298
center_bias,1,000000528956.jpg,0.6083422297808012,0.47029063448739494,0.0,-0.8384373393863369
center_bias,1,000000111062.jpg,0.5676569501133786,0.8479061087801523,0.0,-0.9391086743175618
center_bias,1,000000170442.jpg,0.7837967876039303,0.7170873742257774,0.0,0.4860401517446668
center_bias,1,000000373574.jpg,0.5333360701203558,0.34093666927828037,0.0,-1.5085349731009403
center_bias,1,000000577590.jpg,0.6484341175359033,0.3461638829806656,0.0,-0.6294456269198887
center_bias,1,000000256403.jpg,0.8076236961451247,0.9024964427809504,0.0,0.7153446918176133
center_bias,1,000000079121.jpg,0.5336090702947847,0.21163690460873327,0.0,-1.4185483145176334
center_bias,1,000000118363.jpg,0.48316071341087874,0.3255797712795927,0.0,-1.9495069607376887
center_bias,1,000000369979.jpg,0.6914020282186948,0.2553491935162356,0.0,-0.3031135807436761
center_bias,1,000000452947.jpg,0.6646548353909465,0.37239072949223495,0.0,-0.4159183781878273
center_bias,1,000000021452.jpg,0.6196473976892346,0.5817606353529329,0.0,-0.7086067846993088
center_bias,1,000000186165.jpg,0.6680961734693878,0.5925313874543492,0.0,-0.36348820898623585
center_bias,1,000000207205.jpg,0.8134626955782313,1.1225171950006638,0.0,0.8802920300129164
center_bias,1,000000381615.jpg,0.7386398356009071,0.3239675823092937,0.0,0.03477581784754381
center_bias,1,000000200116.jpg,0.8016441169060217,0.27218949527761666,0.0,0.41883212578097606
center_bias,1,000000418623.jpg,0.7703024565381708,0.7080352295999288,0.0,0.37111895310431053
center_bias,1,000000218204.jpg,0.4561336111111111,0.5289728436188247,0.0,-1.961445409191582
center_bias,1,000000562507.jpg,0.7008756267321743,0.4118342011928832,0.0,-0.18420683960734782
center_bias,1,000000556420.jpg,0.8623103174603175,0.5722869042801089,0.0,0.9451504865407536
center_bias,1,000000033650.jpg,0.4493351473922903,0.6814707720848286,0.0,-2.005293080806715
center_bias,1,000000397734.jpg,0.8392336451247164,0.707335857917248,0.0,0.8872648340960293
center_bias,1,000000058254.jpg,0.790197226946334,0.6015522628633475,0.0,0.5063867915612742
center_bias,1,000000570465.jpg,0.5739601407785336,0.25966166773591665,0.0,-1.1303297601243538
center_bias,1,000000398209.jpg,0.7002343773620561,0.2805478521688614,0.0,-0.2640346894840503
center_bias,1,000000287443.jpg,0.7401047545561436,0.5303921118945577,0.0,0.14451258586758614
center_bias,1,000000020481.jpg,0.6970590041572184,0.5617901808406238,0.0,-0.15346522042581606
center_bias,1,000000336324.jpg,0.6760441780045352,0.5885044876010733,0.0,-0.2747637872930353
center_bias,1,000000356906.jpg,0.8211856103552531,0.8327762346340206,0.0,0.7603112170807342
center_bias,1,000000017182.jpg,0.6398332577475434,0.6002890675397481,0.0,-0.6896921633081733
center_bias,1,000000461839.jpg,0.8288179705215419,0.8847632237596728,0.0,0.8642078855719315
