MSS,Image,Model,MMvec,MMdir,MMlen,MMpos,MMtime
1,000000000939.jpg,elm_base,0.9240072093938322,0.6497496511862776,0.9240010171426049,0.867755423934485,0.04533333333333334
1,000000000939.jpg,elm_final,0.9311505121461798,0.7291975124809941,0.937179811585721,0.8880727196351769,0.04533333333333334
1,000000000939.jpg,nnIBS,0.9240072093938322,0.6497496511862776,0.9240010171426049,0.867755423934485,0.04533333333333334
1,000000001503.jpg,elm_base,0.9375,0.8654014149002547,0.9186416148611993,0.85,0.09733333333333338
1,000000001503.jpg,elm_final,0.9158613428474239,0.7039240595640905,0.8719857090333195,0.8331846154396487,0.0728333333333333
1,000000001503.jpg,nnIBS,0.9375,0.8654014149002547,0.9186416148611993,0.85,0.09733333333333338
1,000000002388.jpg,elm_base,0.8830299673948936,0.7726172125799983,0.8490610427564576,0.8733774135330016,0.05014285714285711
1,000000002388.jpg,elm_final,0.9307883312983469,0.7787537348784991,0.9233307747963779,0.9102186415489738,0.06257142857142857
1,000000002388.jpg,nnIBS,0.8473704618515205,0.7108447336191046,0.816090889714857,0.7968845208768212,0.047999999999999966
1,000000003192.jpg,elm_base,0.8852713466609797,0.810073891933129,0.8986150636410681,0.8368070856136859,0.06739999999999999
1,000000003192.jpg,elm_final,0.9257956107800538,0.8139409313473951,0.9005922834700015,0.8636707667857945,0.06173333333333333
1,000000003192.jpg,nnIBS,0.8885518609639196,0.8030292344376736,0.8874210138219609,0.851550495407599,0.06739999999999999
1,000000007214.jpg,elm_base,0.917074917888705,0.6325278725501444,0.9171919655102259,0.9069810194985969,0.05244444444444448
1,000000007214.jpg,elm_final,0.9322526484212085,0.7470557128519776,0.9194817746399594,0.929947669999828,0.052500000000000026
1,000000007214.jpg,nnIBS,0.8949713085323161,0.7869759132307124,0.8579486695936986,0.8853179054220103,0.05983333333333333
1,000000007787.jpg,elm_final,0.958281072370818,0.75942756259548,0.9635138530017859,0.86020717388114,0.06733333333333334
1,000000008179.jpg,elm_base,0.8781697838864447,0.5606638515137881,0.8484368775960005,0.8552744257459948,0.03854166666666667
1,000000008179.jpg,nnIBS,0.8781697838864447,0.5606638515137881,0.8484368775960005,0.8552744257459948,0.03854166666666667
1,000000008583.jpg,elm_base,0.8812449157437138,0.5913944695637615,0.8184094528851404,0.8608194627768367,0.04666666666666671
1,000000008583.jpg,elm_final,0.9090452207533191,0.7517409719107916,0.9111080334917213,0.918927859157653,0.05866666666666668
1,000000008583.jpg,nnIBS,0.9115815070188283,0.7368055252798115,0.9163179227733343,0.9234366606011363,0.05866666666666668
1,000000009050.jpg,elm_base,0.8766189800916532,0.7013078828810796,0.8544847484614726,0.9325206795291479,0.030999999999999917
1,000000009050.jpg,elm_final,0.9209430584957905,0.7397354985222524,0.9848612181134002,0.9440983005625052,0.030999999999999917
1,000000009050.jpg,nnIBS,0.9209430584957905,0.7370149674493122,0.9623334779116486,0.9209430584957905,0.030999999999999917
1,000000009156.jpg,elm_base,0.9228188819237204,0.68955108959603,0.9155382497018889,0.8899564428896243,0.06912500000000005
1,000000009156.jpg,elm_final,0.9322643093442522,0.8178758885472647,0.9147843755444921,0.9003397118675829,0.07062500000000002
1,000000009156.jpg,nnIBS,0.9228188819237204,0.68955108959603,0.9155382497018889,0.8899564428896243,0.06912500000000005
1,000000010800.jpg,elm_base,0.9686882348817591,0.8425205263094253,0.9652029854678139,0.9414640855453941,0.05291666666666667
1,000000010800.jpg,elm_final,0.9653822274048014,0.8425205263094253,0.9652029854678139,0.9414640855453941,0.05291666666666667
1,000000010800.jpg,nnIBS,0.9686882348817591,0.8425205263094253,0.9652029854678139,0.9414640855453941,0.05291666666666667
1,000000010977.jpg,elm_base,0.8930147319597752,0.6512842283556267,0.8250755976832171,0.8396131013144337,0.03550000000000009
1,000000010977.jpg,elm_final,0.8980720687529133,0.27258361765043326,0.8887563132923542,0.8875,0.03550000000000009
1,000000010977.jpg,nnIBS,0.8992217781462681,0.5,0.8482233047033632,0.841886116991581,0.02300000000000002
1,000000012326.jpg,elm_base,0.9329579163736582,0.6069604487273065,0.9301839015370164,0.8661797085108933,0.0464
1,000000012326.jpg,elm_final,0.9423175266004599,0.7639178389252906,0.9450195974885471,0.8849434804531349,0.04449999999999994
1,000000012326.jpg,nnIBS,0.9379613436898561,0.6077979130377369,0.9311319570744429,0.8759789426977512,0.0464
1,000000017182.jpg,elm_base,0.9179323895292956,0.9078704364775532,0.8524333524185458,0.8981007870703382,0.06745833333333334
1,000000017182.jpg,elm_final,0.9136429049970162,0.9393061967580354,0.836323442906583,0.8889398979312229,0.06745833333333334
1,000000017182.jpg,nnIBS,0.9179323895292956,0.9078704364775532,0.8524333524185458,0.8981007870703382,0.06745833333333334
1,000000020481.jpg,elm_final,0.9063583322207287,0.5436878278256922,0.9081965007199728,0.823258189256137,0.0738333333333333
1,000000023575.jpg,elm_base,0.8614322997996052,0.594625917697504,0.8000618691689007,0.809795454982711,0.04666666666666666
1,000000023575.jpg,elm_final,0.8980547577285638,0.6843719336230436,0.8516895068650748,0.8365936232587702,0.03191666666666665
1,000000023575.jpg,nnIBS,0.8600563419592597,0.6226094097379832,0.7991315039037177,0.790124817851551,0.04666666666666666
1,000000023840.jpg,elm_base,0.89880945673507,0.7663737785677693,0.8801435533040974,0.8461793286266472,0.049800000000000046
1,000000023840.jpg,elm_final,0.906137392709544,0.7004356611356025,0.9227534914519145,0.870536633839345,0.04713333333333336
1,000000024721.jpg,elm_base,0.8969223593595584,0.4501520743616867,0.926987878246754,0.8881966011250105,0.024666666666666726
1,000000024721.jpg,elm_final,0.8803605566425955,0.48020828791971715,0.8779082420522073,0.8317761524855578,0.04266666666666663
1,000000024721.jpg,nnIBS,0.8992217781462681,0.4501520743616867,0.926987878246754,0.8881966011250105,0.024666666666666726
1,000000024880.jpg,elm_final,0.8790554664300033,0.6946883499344664,0.8626969253668932,0.8541375039503565,0.05480952380952383
1,000000027755.jpg,elm_base,0.9662603397645739,0.9553511828757044,0.9401471096424666,0.9448223304703363,0.054166666666666696
1,000000027755.jpg,elm_final,0.9662603397645739,0.9553511828757044,0.9401471096424666,0.9448223304703363,0.054166666666666696
1,000000027755.jpg,nnIBS,0.9720491502812526,0.9371670418109989,0.9524754878398196,0.95,0.07033333333333336
1,000000029838.jpg,elm_final,0.896885297195525,0.6386726758474583,0.8673602114006801,0.8410655261388144,0.02906666666666664
1,000000030270.jpg,elm_base,0.8888546798116335,0.6511761744476819,0.9014281255481524,0.8340113965412362,0.06737037037037037
1,000000030270.jpg,elm_final,0.9174672596434854,0.8935615878520949,0.9078648914131124,0.8702765251509873,0.08000000000000002
1,000000030270.jpg,nnIBS,0.8888809073581558,0.6746601334535594,0.9056126662348868,0.7959593428066662,0.06907407407407408
1,000000031636.jpg,elm_base,0.9489857646239477,0.9371670418109989,0.9000125049784631,0.95,0.03750000000000009
1,000000031636.jpg,elm_final,0.94375,0.9459999032550661,0.8896726278650156,0.9479715292478953,0.03750000000000009
1,000000031636.jpg,nnIBS,0.9432327341856361,0.9802082879197171,0.8867217781462682,0.9479715292478953,0.03750000000000009
1,000000032285.jpg,elm_base,0.9045414981298342,0.625,0.8599141213974408,0.8984611796797792,0.01666666666666672
1,000000032285.jpg,elm_final,0.9045414981298342,0.625,0.8599141213974408,0.8984611796797792,0.01666666666666672
1,000000032285.jpg,nnIBS,0.9045414981298342,0.625,0.8599141213974408,0.8984611796797792,0.01666666666666672
1,000000033650.jpg,elm_final,0.8960506814917911,0.46985464345334166,0.8930578012127705,0.86708411627763,0.04238888888888892
1,000000035146.jpg,elm_base,0.8992217781462681,0.6331249387476565,0.8676502407468432,0.8725245121601803,0.013999999999999901
1,000000035146.jpg,elm_final,0.9440983005625052,0.8206908649190132,0.916458207784462,0.8881966011250105,0.06066666666666665
1,000000035146.jpg,nnIBS,0.9094299222486969,0.7177312937464719,0.9109296200535404,0.8811466195905979,0.03733333333333322
1,000000035269.jpg,elm_final,0.925574298947127,0.8828989956598348,0.8616089402999008,0.8559465770417196,0.04300000000000002
1,000000037367.jpg,elm_base,0.9595943058495789,0.9485197557179227,0.9483427448396256,0.9530082718116593,0.06813333333333334
1,000000037367.jpg,elm_final,0.9527671794335515,0.7726039712302502,0.9508525915118792,0.9429217261047075,0.056366666666666676
1,000000037367.jpg,nnIBS,0.962094305849579,0.9485197557179227,0.9549671364519025,0.9530082718116593,0.06813333333333334
1,000000037740.jpg,elm_base,0.9296593662294108,0.6521649298669907,0.9372856544958621,0.8976702724440057,0.03920833333333332
